product.name,product.temperature,affiliation.commission.price.value,product.blueprint,product.price.value,product.totalAnswers,product.category,affiliation.commission.price.currency,affiliation.commission.percentage,producer.name,producer.ucode
Hipertrofia Muscular - As respostas que você sempre quis saber,20.78,26.78,89.7345132743363,59.99,200,category.health_and_sports.name,BRL,50.0,Revolution Brasil,c3c351fa-097e-11e4-be45-22000b409f8a
Cadernos Negros - Os Melhores Poemas,16.62,5.23,69.7345132743363,19.9,1,category.literature.name,BRL,30.0,Quilombo Digital,c3b4397c-097e-11e4-be45-22000b409f8a
Módulo de carta registrada para OpenCart,20.78,8.46,86.9026548672566,29.0,2,category.literature.name,BRL,33.0,Surgimento,c2db1854-097e-11e4-be45-22000b409f8a
Livro: A Utilização das Redes Sociais na Educação,15.59,14.18,70.7964601769911,39.9,1,category.education.name,BRL,40.0,EWL Digital,c3c155b2-097e-11e4-be45-22000b409f8a
Nomes Afros e seus Significados,17.0,1.18,72.3893805309735,4.9,2,category.idioms.name,BRL,30.0,Quilombo Digital,c3b4397c-097e-11e4-be45-22000b409f8a
Timemania completo,14.55,44.35,53.3962264150943,99.0,0,category.entertainment.name,BRL,50.0,Geraldo,c3c8b51e-097e-11e4-be45-22000b409f8a
Kit 1001 Receitas Culinárias de A a Z,12.96,35.75,38.0,79.9,2,category.gastronomy.name,BRL,50.0,tecmarcos,c2dfbe2c-097e-11e4-be45-22000b409f8a
Deus Presente e o Presente de Deus,17.0,0.82,72.5663716814159,7.9,0,category.personal_development.name,BRL,13.0,José,c3673bd6-097e-11e4-be45-22000b409f8a
Business Dictionary of English Terms ,6.05,5.2,60.5309734513274,15.0,0,category.business_and_careers.name,BRL,40.0,Lico,c2c3854a-097e-11e4-be45-22000b409f8a
Gassho - Música para Meditação e Terapia,16.62,3.17,64.2477876106195,9.9,1,category.health_and_sports.name,BRL,40.0,Rodrigo Silveira,c3c697de-097e-11e4-be45-22000b409f8a
A maré está para peixe! Mergulhando nos segredos do marketing miltinivel. ,9.35,4.42,72.5663716814159,16.9,0,category.business_and_careers.name,BRL,30.0,Humberto,c3d50788-097e-11e4-be45-22000b409f8a
5 Principles of Reiki,18.7,3.17,74.86725663716811,9.9,0,category.health_and_sports.name,BRL,40.0,Rodrigo Silveira,c3c697de-097e-11e4-be45-22000b409f8a
Ejaculando com Controle: Básico e Avançado + Incríveis Brindes,17.32,104.57,91.5044247787611,194.0,239,category.sexuality.name,BRL,60.0,Potencial Masculino,c2cf79cc-097e-11e4-be45-22000b409f8a
Probabilidades da Lotofacil ,14.55,12.82,57.168141592920406,29.0,0,category.entertainment.name,BRL,50.0,Geraldo,c3c8b51e-097e-11e4-be45-22000b409f8a
Quina_completo ,14.55,44.35,57.168141592920406,99.0,0,category.entertainment.name,BRL,50.0,Geraldo,c3c8b51e-097e-11e4-be45-22000b409f8a
Mapa para Orientar Investimentos no Tesouro Direto,8.82,31.36,56.0,100.0,1,category.finance.name,BRL,35.0,Equipe MapaTD,c3d9005e-097e-11e4-be45-22000b409f8a
As 5 etapas do planejamento financeiro,10.39,26.72,93.98230088495569,49.99,31,category.business_and_careers.name,BRL,60.0,Elisson,c3659696-097e-11e4-be45-22000b409f8a
 Defensivo Orgânico: Trabalhe com Agroecologia em Casa,14.55,1.25,44.6017699115044,3.9,1,category.environment.name,BRL,40.0,Adriano,c3e3e4d8-097e-11e4-be45-22000b409f8a
"Manual de Instrução : Para resolver problemas de Carrapatos, Pulgas, Sarna",12.43,1.2,55.398230088495595,5.0,2,category.animals_and_plants.name,BRL,30.0,Adriano,c3e3e4d8-097e-11e4-be45-22000b409f8a
Módulo de reposição de estoque por status para OpenCart,15.11,10.25,86.54867256637169,29.0,1,category.literature.name,BRL,40.0,Surgimento,c2db1854-097e-11e4-be45-22000b409f8a
Navegador Alternativo 2.2,14.55,0.96,52.3893805309735,3.0,1,category.software.name,BRL,40.0,Vilson,c3ed7534-097e-11e4-be45-22000b409f8a
COACHING: UMA FERRAMENTA PARA NEGROS NA ALTA GESTÃO,7.27,1.42,59.823008849557496,5.9,0,category.business_and_careers.name,BRL,30.0,Adriano,c3e3e4d8-097e-11e4-be45-22000b409f8a
Manual: Como prevenir acidentes com cobras peçonhentas,12.12,1.01,47.0796460176991,4.2,0,category.education.name,BRL,30.0,Adriano,c3e3e4d8-097e-11e4-be45-22000b409f8a
Massa Muscular Sem Segredos,20.78,31.12,81.0619469026549,49.9,1,category.health_and_sports.name,BRL,70.0,Página,c2cf60f4-097e-11e4-be45-22000b409f8a
SUDOKU Fácil,6.05,2.24,68.3185840707965,7.99,1,category.business_and_careers.name,BRL,35.0,Felipe,c442635a-097e-11e4-be45-22000b409f8a
Mega Loja Virtual,14.55,11.14,51.5044247787611,50.0,0,category.literature.name,BRL,25.0,Cia de peixes,c32836c0-097e-11e4-be45-22000b409f8a
A Inocencia do Rei e-book,3.97,7.11,51.5044247787611,40.0,0,category.business_and_careers.name,BRL,20.0,FABRICIO,c445e17e-097e-11e4-be45-22000b409f8a
Apostila Concurso ESPCEX - Escola Preparatória de Cadetes do Exército,10.08,5.31,65.1327433628319,30.0,0,category.education.name,BRL,20.0,Só Apostilas Digitais,c448b21e-097e-11e4-be45-22000b409f8a
"Você No Controle - EP, uma nova esperança para um velho problema",15.11,13.34,88.3185840707965,49.9,1,category.health_and_sports.name,BRL,30.0,e-BooksBrasil.com,c448c2d6-097e-11e4-be45-22000b409f8a
Manual de Auditoria Ambiental,12.59,26.61,83.0,99.0,0,category.education.name,BRL,30.0,Regisllane Ribeiro,c44ee314-097e-11e4-be45-22000b409f8a
Cursos de Memorização,11.02,5.18,7.9646017699115,16.99,0,category.education.name,BRL,35.0,Marcos,c445aa9c-097e-11e4-be45-22000b409f8a
Método 2.0 VIP,0.0,0.0,23.0,69.9,0,category.internet.name,BRL,0.0,Focus Produções,d9c9be36-eb82-420d-a605-4f9d8af40a2c
Uma Jornada nos 4 temperamentos ,21.0,44.35,75.0,99.0,0,category.personal_development.name,BRL,50.0,Gabi Garcia ,c5c96d01-86e4-4551-b7cb-5633d0ce9b0c
Estratégia  IQ Option com alta assertividade,14.17,75.33,75.0,120.0,0,category.finance.name,BRL,70.0,Gabriel Vilarinho,103ce722-c934-44d5-8b16-25706e806415
Domando o Caos: Guia de Organização para o Lar por JK ,21.0,21.27,79.0,39.9,0,category.building_and_constructing.name,BRL,60.0,Janis Sousa ,35a6f7b3-f02e-4c27-a912-e76427cdf937
Insta para Sorteios ,6.8,53.22,77.0,99.0,0,category.internet.name,BRL,60.0,Ney,641dd854-2abe-4f4f-b14a-7b802d80d0c8
CONSULTORIA SAÚDE DIGITAL 4S,21.0,269.55,46.0,997.77,0,category.business_and_careers.name,BRL,30.0,Ramon Silva,9e5b276b-c7f1-464a-9f75-b8c958e662da
Cozinha que aproxima a família. ,21.0,0.04,20.0,5.0,0,category.gastronomy.name,BRL,1.0,Mikael,17d8af1f-06b2-415e-9e7f-6e61bfd452b0
Vida Sem distrações - 18 lições para manter o foco.,21.0,7.37,55.0,21.0,0,category.personal_development.name,BRL,40.0,Fabio,5716680b-0bc0-4991-a724-0d503eb6350d
MOLDE CONJUNTO INDIRA,21.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE VESTIDO ARETHA,21.0,4.12,67.0,12.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE VESTIDO TÓQUIO,0.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE CONJUNTO RAVENA,0.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE MAIÔ ELOISA ,0.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE MAIÔ BESSI,0.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE MEIA PARA CHINELO ,0.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE KIT MODINHA 2.0,16.62,10.58,65.0,29.9,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE REGATA ITALO,21.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE VESTIDO DE NOIVA COM CALDA,16.62,7.01,67.0,20.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE MAIÔ ORANGE,0.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDES VESTIDO BRANCA,16.62,4.84,67.0,14.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE KIT BABY LOOK MANGA LONGA,0.0,6.06,67.0,14.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE SOBRETUDO ANTONELA,0.0,5.2,67.0,15.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE PIJAMA MASCULINO RAGLAN,0.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE CONJUNTO KASSIA,21.0,5.16,77.0,12.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE MAIÔ FLORA,0.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE VESTIDO CINTYA,18.7,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE KIT MACAQUINHOS,21.0,6.06,77.0,14.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE MACAQUINHO INFANTIL LUNA,16.62,3.2,67.0,10.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE MAIÔ MODELAR ,0.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE BLAZER SLIN MASCULINO,16.62,4.12,73.0,12.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE JALECO SEM MANGAS,0.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE MACAQUINHO DANDARA ,18.7,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE CONJUNTO ROSE,21.0,5.16,77.0,12.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE MACACÃO INFANTIL ISIS,21.0,3.2,67.0,10.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE VESTIDO XADREZ,16.62,4.12,67.0,12.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE KIT CASACOS FEMININO FRIO,18.71,6.06,77.0,14.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE MACAQUINHO FRENTE ÚNICA LAÍS,17.0,4.0,77.0,10.0,1,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE CONJUNTO JEMINA,21.0,4.12,67.0,12.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE MINI SAIA SARA,16.62,4.12,67.0,12.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE CONJUNTO BLAZER PETRA,21.0,6.06,77.0,14.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE CHAMISE MANGA BUFANTE,16.62,4.48,67.0,13.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE VESTIDO RUBI,18.7,5.61,77.0,13.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE CAMISOLA SAMANTA,21.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE KIT BODY FASHION,21.0,6.06,77.0,14.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE JALECO ABERTO,0.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE PARKA BRENDA,0.0,4.84,67.0,14.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE SHORT BEATRIZ ,0.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE CONJUNTO LUPITA TWEED,0.0,4.48,67.0,13.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE CROPPED DALILA,0.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE PIJAMA INFANTIL DUDA ,18.7,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE VESTIDO QUESIA,18.7,5.16,77.0,12.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE KIT COM 3 CONJUNTOS MODINHA,18.7,7.41,77.0,17.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE CONJUNTO FLORENCE,18.7,5.61,77.0,13.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE CONJUNTO MAITE,21.0,6.06,77.0,14.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE MOLETOM MASCULINO COM CAPUZ,18.7,5.16,77.0,12.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE CAMISA FEMININA GLÓRIA ,18.7,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE JALECO COM ZIPER,0.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE JALECO MARIANA,0.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE VESTIDO ARIEL,18.7,6.06,77.0,14.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE CONJUNTO FITNESS BLUE ,17.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
SUTIÃ BÁSICO REFORÇADO LATERAIS LARGA DO 46 AO 56 - MOLDE E AULA EM VÍDEO,21.0,7.08,62.0,23.0,0,category.fashion_and_beauty.name,BRL,35.0,NETFLIX MOLDES,8cd779c4-3769-4ff1-a38a-36083651678e
SOBRETUDO JASMIM / MOLDE EM PDF,21.0,13.27,75.0,30.0,0,category.fashion_and_beauty.name,BRL,50.0,NETFLIX MOLDES,8cd779c4-3769-4ff1-a38a-36083651678e
MOLDE BLAZER DAYANA,21.37,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE KIT CROPPEDS COM MANGA EM TECIDO,17.0,5.16,77.0,12.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE MACAQUINHO LORENA,21.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE VESTIDO MELISSA,0.0,4.84,67.0,14.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE MACACÃO ANGELICA,21.0,5.16,67.0,12.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE POLO SLIN MASCULINA,21.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE VESTIDO AMELIA,18.7,6.06,77.0,14.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE BLUSA MULLET DOMENICA,21.0,4.48,67.0,13.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE PIJAMA CINARA,0.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE JALECO MASCULINO,0.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE VESTIDO LAÇO ADA,21.0,5.61,77.0,13.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE COLETE ALFAIATARIA GISELE,21.0,3.2,67.0,10.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE BLAZER SAMANTA,0.0,4.12,67.0,12.0,1,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE MACAQUINHO COM BABADO ,0.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE MINI JAQUETA GRINGA,21.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDES VESTIDO VALERIA,21.0,5.16,77.0,12.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE BLUSA ANGEL,16.62,3.2,67.0,10.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE KIT MACACÃO JULIA MÃE E FILHA,15.11,5.2,67.0,15.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE KIT VESTIDO AMELIA MÃE E FILHA,21.0,5.2,67.0,15.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE CALÇA ALFAIATARIA RETA,16.62,3.2,67.0,10.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE VESTIDO JADE,16.62,4.84,67.0,14.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE VESTIDO GLAUCIA ,21.0,5.2,67.0,15.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE VESTIDO INFANTIL LUNA ,15.11,3.2,67.0,10.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE CONJUNTO BLAZER MELINDA,21.0,5.2,67.0,15.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE CONJUNTO CARDIGAN 3 PEÇAS,18.7,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE BLUSA FITNESS RECORTES,21.0,4.0,67.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE BODY AGATA,21.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE SALOPETE SKINNY EVA,21.0,5.16,77.0,12.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE CORPETE SAFIRA,21.0,6.51,77.0,15.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE MACAQUINHO JESSICA PLUS SIZE,16.62,4.48,67.0,13.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE VESTIDO BETA,18.7,5.16,77.0,12.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE CROPPED MALHA LILA,16.62,2.56,67.0,8.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE CONJUNTO OLIVIA PLUS SIZE,21.0,4.84,67.0,14.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE CAMISOLA COM MANGA VANIA PLUS SIZE,21.0,3.2,67.0,10.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE COLETE FRENTE ÚNICA,21.0,3.2,67.0,10.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE CONJUNTO BEATRIZ,0.0,5.16,77.0,12.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE CONJUNTO MABEL,16.62,5.93,67.0,17.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE CONJUNTO ANGEL,0.0,4.12,67.0,12.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE KIT FITNESS RECORTE ,0.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE CONJUNTO OLIVIA,21.0,5.16,77.0,12.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE CAMISOLA GESTANTE,0.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE MACACÃO PANTERA ADULTO,16.62,5.93,67.0,17.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE CAMISOLA + CALÇA GESTANTE ,0.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE KIT BABY LOOK MANGA LONGA,0.0,6.06,67.0,14.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE SOBRETUDO ANTONELA,0.0,5.2,67.0,15.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE PIJAMA MASCULINO RAGLAN,0.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE CONJUNTO KASSIA,21.0,5.16,77.0,12.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE MAIÔ FLORA,0.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE VESTIDO CINTYA,18.7,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE KIT MACAQUINHOS,21.0,6.06,77.0,14.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE MACAQUINHO INFANTIL LUNA,16.62,3.2,67.0,10.0,0,category.fashion_and_beauty.name,BRL,40.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
MOLDE MAIÔ MODELAR ,0.0,4.0,77.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Suerlania Nunes,c5dabffb-7167-4858-859d-3a9d62fa6ba4
